glass_forming_category,composition
NR,Al60Cu40Ti0
NR,Al65Cu0Ti35
NR,Al70Cu0Ti30
NR,Al70Cu10Ti20
NR,Al70Cu30Ti0
NR,Al80Cu0Ti20
Ribbon,Al5Cu38Ti57
Ribbon,Al15Cu34Ti51
Ribbon,Al20Cu32Ti48
Ribbon,Al10Cu25Ti65
Ribbon,Al55Cu35V10
Ribbon,Al60Cu30V10
Ribbon,Al65Cu25V10
Ribbon,Al65Cu30V5
Ribbon,Al67Cu20V13
Ribbon,Al70Cu20V10
Ribbon,Al75Cu20V5
Ribbon,Al80Cu10V10
Ribbon,Al80Cu15V5
Ribbon,Al85Cu5V10
NR,Al60Cu35V5
NR,Al70Cu25V5
NR,Al75Cu10V15
NR,Al80Cu5V15
NR,Al87Cu5V8
NR,Al50Cu40V10
NR,Al60Cu25V15
NR,Al65Cu15V20
NR,Al75Cu25V0
NR,Al77Cu20V3
NR,Al80Cu20V0
NR,Al87Cu8V5
Ribbon,Al0Cu40Y60
Ribbon,Al5Cu38Y57
Ribbon,Al10Cu36Y54
Ribbon,Al15Cu34Y51
Ribbon,Al20Cu32Y48
Ribbon,Al30Cu28Y42
Ribbon,Al80Cu8Y12
Ribbon,Al85Cu6Y9
Ribbon,Al0Cu40Zr60
Ribbon,Al0Cu56Zr44
Ribbon,Al0Cu60Zr40
Ribbon,Al20Cu25Zr55
Ribbon,Al15Cu25Zr60
Ribbon,Al0Cu33Zr67
Ribbon,Al5Cu30Zr65
Ribbon,Al15Cu20Zr65
Ribbon,Al20Cu15Zr65
Ribbon,Al33.4Fe33.3Gd33.3
Ribbon,Al42Fe10Ge48
Ribbon,Al52Fe23Ge25
Ribbon,Al69Fe6Ge25
Ribbon,Al78Fe10Ge12
Ribbon,Al25Fe20La55
Ribbon,Al75Fe14Ni11
NR,Al86Fe5Ni9
NR,Al87Fe4Ni9
Ribbon,Al86.7Fe1Ni12.3
Ribbon,Al87Fe2Ni11
Ribbon,Al87Fe3Ni10
Ribbon,Al87.5Fe0.5Ni12
Ribbon,Al87.5Fe2Ni10.5
Ribbon,Al87.5Fe3.5Ni9
Ribbon,Al88.5Fe3Ni8.5
NR,Al83Fe3Ni14
NR,Al84Fe3Ni13
NR,Al85Fe1Ni14
NR,Al85Fe2Ni13
NR,Al85Fe3Ni12
NR,Al85Fe5Ni10
NR,Al86Fe4Ni10
NR,Al86Fe7Ni7
NR,Al87Fe6Ni7
NR,Al89Fe4Ni7
NR,Al89Fe6Ni5
NR,Al89Fe7Ni4
NR,Al89Fe9Ni2
NR,Al90Fe1Ni9
NR,Al91Fe1Ni8
NR,Al91Fe2Ni7
NR,Al91Fe3Ni6
NR,Al91Fe6Ni3
NR,Al92Fe5Ni3
NR,Al100Fe0Ni0
NR,Al84Fe6Ni10
NR,Al84Fe8Ni8
NR,Al86Fe6Ni8
NR,Al86Fe10Ni4
NR,Al86Fe12Ni2
Ribbon,Al0Fe80P20
Ribbon,Al3Fe80P17
Ribbon,Al5Fe85Si10
NR,Al84Fe14Si2
NR,Al85Fe8Si7
NR,Al86Fe12Si2
NR,Al88Fe10Si2
NR,Al90Fe8Si2
Ribbon,Al52Fe23Si25
Ribbon,Al63Fe12Si25
Ribbon,Al2.5Fe65Tb32.5
Ribbon,Al7.5Fe61.7Tb30.8
NR,Al0Fe66.7Tb33.3
NR,Al15Fe56.7Tb28.3
Ribbon,Al0Fe90Zr10
Ribbon,Al0.018Fe89.982Zr10
Ribbon,Al0.036Fe89.964Zr10
Ribbon,Al0.054Fe89.946Zr10
Ribbon,Al0.09Fe89.91Zr10
Ribbon,Al22.5Fe67.5Zr10
Ribbon,Al15Fe15Zr70
Ribbon,Al8Ga16Mg76
Ribbon,Al12Ga12Mg76
Ribbon,Al18Ga36Mg46
NR,Al8Ga2Mg90
NR,Al8Ga3Mg89
NR,Al9Ga2Mg89
Ribbon,Al65Gd15Ni20
Ribbon,Al70Gd10Ni20
Ribbon,Al70Gd15Ni15
Ribbon,Al74Gd10Ni16
Ribbon,Al75Gd10Ni15
Ribbon,Al78Gd12Ni10
Ribbon,Al80Gd5Ni15
Ribbon,Al80Gd10Ni10
Ribbon,Al81Gd9Ni10
Ribbon,Al83Gd5Ni12
Ribbon,Al83Gd7Ni10
Ribbon,Al83Gd9Ni8
Ribbon,Al84Gd10Ni6
Ribbon,Al85Gd5Ni10
Ribbon,Al85Gd8Ni7
Ribbon,Al85Gd9Ni6
Ribbon,Al85Gd10Ni5
Ribbon,Al87Gd5Ni8
Ribbon,Al87Gd7Ni6
Ribbon,Al88Gd12Ni0
Ribbon,Al90Gd5Ni5
Ribbon,Al90Gd10Ni0
Ribbon,Al92Gd8Ni0
NR,Al75Gd15Ni10
NR,Al60Gd20Ni20
NR,Al70Gd20Ni10
NR,Al75Gd5Ni20
NR,Al80Gd15Ni5
NR,Al85Gd15Ni0
NR,Al94Gd6Ni0
Ribbon,Al25Gd55Ni20
Ribbon,Al0Gd56Si44
Ribbon,Al40Gd60Si0
Ribbon,Al45Gd55Si0
Ribbon,Al50Gd50Si0
Ribbon,Al55Gd45Si0
Ribbon,Al50Ge40Mn10
Ribbon,Al42Ge48Mn10
Ribbon,Al57Ge25Mn18
Ribbon,Al69Ge25Mn6
Ribbon,Al73Ge17Mn10
Ribbon,Al60Ge30Mn10
NR,Al65Ge15Mn20
Ribbon,Al59Ge31Ni10
Ribbon,Al62Ge25Ni13
Ribbon,Al64Ge26Ni10
Ribbon,Al69Ge25Ni6
Ribbon,Al60Ge30Ni10
Ribbon,Al55Ge30V15
Ribbon,Al55Ge35V10
Ribbon,Al60Ge25V15
Ribbon,Al60Ge30V10
Ribbon,Al65Ge25V10
NR,Al45Ge40V15
NR,Al50Ge25V25
NR,Al50Ge30V20
NR,Al50Ge35V15
NR,Al50Ge40V10
NR,Al55Ge25V20
NR,Al60Ge20V20
NR,Al60Ge35V5
NR,Al65Ge20V15
NR,Al65Ge30V5
NR,Al70Ge20V10
NR,Al70Ge25V5
NR,Al75Ge15V10
Ribbon,Al52Ge38V10
Ribbon,Al57Ge25V18
Ribbon,Al68Ge22V10
Ribbon,Al69Ge25V6
Ribbon,Al25La55Mn20
Ribbon,Al85La7.5Mo7.5
Ribbon,Al85La7.5Nb7.5
Ribbon,Al25La20Ni55
Ribbon,Al30La70Ni0
Ribbon,Al50La20Ni30
Ribbon,Al84La10Ni6
Ribbon,Al88La10Ni2
Ribbon,Al91La7Ni2
Ribbon,Al85La6Ni9
Ribbon,Al88La7Ni5
Ribbon,Al0La48Ni52
Ribbon,Al1La49Ni50
Ribbon,Al1La81Ni18
Ribbon,Al2La39Ni59
Ribbon,Al2La40Ni58
Ribbon,Al2La42Ni56
Ribbon,Al2La44Ni54
Ribbon,Al2La82Ni16
Ribbon,Al3La83Ni14
Ribbon,Al4La36Ni60
Ribbon,Al5La83Ni12
Ribbon,Al5La85Ni10
Ribbon,Al6La30Ni64
Ribbon,Al6La32Ni62
Ribbon,Al6La86Ni8
Ribbon,Al8La86Ni6
Ribbon,Al9La27Ni64
Ribbon,Al10La86Ni4
Ribbon,Al11La27Ni62
Ribbon,Al11La87Ni2
Ribbon,Al13La87Ni0
Ribbon,Al15La26Ni59
Ribbon,Al17La24Ni59
Ribbon,Al19La22Ni59
Ribbon,Al21La20Ni59
Ribbon,Al24La18Ni58
Ribbon,Al26La18Ni56
Ribbon,Al28La18Ni54
Ribbon,Al30La18Ni52
Ribbon,Al32La18Ni50
Ribbon,Al34La18Ni48
Ribbon,Al36La18Ni46
Ribbon,Al38La18Ni44
Ribbon,Al40La18Ni42
Ribbon,Al42La18Ni40
Ribbon,Al44La18Ni38
Ribbon,Al46La18Ni36
Ribbon,Al48La18Ni34
Ribbon,Al50La18Ni32
Ribbon,Al53La30Ni17
Ribbon,Al53La32Ni15
Ribbon,Al53La34Ni13
Ribbon,Al53La36Ni11
Ribbon,Al53La37Ni10
Ribbon,Al54La16Ni30
Ribbon,Al55La28Ni17
Ribbon,Al55La37Ni8
Ribbon,Al56La16Ni28
Ribbon,Al56La40Ni4
Ribbon,Al56La42Ni2
Ribbon,Al57La26Ni17
Ribbon,Al57La37Ni6
Ribbon,Al57La43Ni0
Ribbon,Al58La14Ni28
Ribbon,Al59La24Ni17
Ribbon,Al60La12Ni28
Ribbon,Al61La22Ni17
Ribbon,Al62La10Ni28
Ribbon,Al63La20Ni17
Ribbon,Al64La8Ni28
Ribbon,Al65La18Ni17
Ribbon,Al66La6Ni28
Ribbon,Al67La16Ni17
Ribbon,Al68La4Ni28
Ribbon,Al69La14Ni17
Ribbon,Al71La13Ni16
Ribbon,Al72La2Ni26
Ribbon,Al73La13Ni14
Ribbon,Al74La2Ni24
Ribbon,Al75La13Ni12
Ribbon,Al76La2Ni22
Ribbon,Al77La13Ni10
Ribbon,Al78La2Ni20
Ribbon,Al79La13Ni8
Ribbon,Al80La2Ni18
Ribbon,Al81La13Ni6
Ribbon,Al82La2Ni16
Ribbon,Al83La13Ni4
Ribbon,Al84La2Ni14
Ribbon,Al85La13Ni2
Ribbon,Al86La2Ni12
Ribbon,Al86La14Ni0
Ribbon,Al87La5Ni8
Ribbon,Al88La2Ni10
Ribbon,Al88La6Ni6
Ribbon,Al89La7Ni4
Ribbon,Al90La8Ni2
Ribbon,Al92La8Ni0
Ribbon,Al25La55Pt20
Ribbon,Al25La55Zn20
Ribbon,Al85La7.5Zr7.5
NR,Al42Mg44Pd14
NR,Al46Mg40Pd14
NR,Al48Mg22Pd30
NR,Al50Mg36Pd14
NR,Al52Mg18Pd30
NR,Al54Mg32Pd14
Ribbon,Al53Mg21Pd26
Ribbon,Al71Mg17Pd12
NR,Al50Mg25Pd25
NR,Al43Mg44Pd13
NR,Al52Mg17Pd31
NR,Al55Mg15Pd30
NR,Al74Mg5Pd21
Ribbon,Al0Mg60Zn40
Ribbon,Al0Mg65Zn35
Ribbon,Al0Mg70Zn30
Ribbon,Al0Mg75Zn25
Ribbon,Al5Mg50Zn45
Ribbon,Al5Mg60Zn35
Ribbon,Al5Mg65Zn30
Ribbon,Al5Mg70Zn25
Ribbon,Al5Mg75Zn20
Ribbon,Al10Mg65Zn25
Ribbon,Al10Mg70Zn20
Ribbon,Al10Mg75Zn15
NR,Al0Mg55Zn45
NR,Al0Mg80Zn20
NR,Al0Mg85Zn15
NR,Al5Mg80Zn15
NR,Al15Mg70Zn15
NR,Al15Mg75Zn10
NR,Al15Mg80Zn5
NR,Al20Mg70Zn10
NR,Al10Mg40Zn50
NR,Al10Mg50Zn40
NR,Al10Mg60Zn30
NR,Al20Mg40Zn40
NR,Al20Mg50Zn30
NR,Al20Mg60Zn20
NR,Al30Mg40Zn30
NR,Al30Mg50Zn20
NR,Al40Mg40Zn20
NR,Al50Mg40Zn10
NR,Al0Mg90Zn10
NR,Al0Mg95Zn5
NR,Al5Mg85Zn10
NR,Al5Mg90Zn5
NR,Al10Mg85Zn5
NR,Al30Mg60Zn10
NR,Al40Mg50Zn10
Ribbon,Al86.5Mn1Ni12.5
Ribbon,Al86.5Mn2Ni11.5
Ribbon,Al87Mn1Ni12
Ribbon,Al87Mn2Ni11
Ribbon,Al87Mn2.5Ni10.5
Ribbon,Al87.5Mn0.5Ni12
Ribbon,Al88Mn1Ni11
NR,Al83Mn4Ni13
NR,Al85Mn2Ni13
NR,Al85Mn7Ni8
NR,Al89Mn2Ni9
NR,Al94Mn6Ni0
NR,Al100Mn0Ni0
NR,Al80Mn6Ni14
NR,Al80Mn8Ni12
NR,Al82Mn4Ni14
NR,Al82Mn8Ni10
NR,Al84Mn2Ni14
NR,Al84Mn8Ni8
NR,Al88Mn8Ni4
NR,Al90Mn8Ni2
NR,Al92Mn8Ni0
NR,Al80Mn15Ni5
Ribbon,Al45Mn20Si35
Ribbon,Al50Mn15Si35
Ribbon,Al50Mn20Si30
Ribbon,Al55Mn10Si35
Ribbon,Al55Mn15Si30
Ribbon,Al55Mn20Si25
Ribbon,Al60Mn15Si25
Ribbon,Al65Mn10Si25
Ribbon,Al65Mn15Si20
NR,Al40Mn25Si35
NR,Al45Mn15Si40
NR,Al50Mn25Si25
NR,Al60Mn5Si35
NR,Al70Mn5Si25
NR,Al65Mn20Si15
Ribbon,Al66Mn14Si20
NR,Al76.6Mn17.4Si6
NR,Al78.6Mn17.4Si4
NR,Al66.6Mn17.4Si16
NR,Al68.6Mn17.4Si14
NR,Al70.6Mn17.4Si12
NR,Al72.5Mn17.4Si10.1
NR,Al74.6Mn17.4Si8
Ribbon,Al53Mn20Si27
Ribbon,Al15Mn15Zr70
Ribbon,Al65Mo5Ni30
Ribbon,Al70Mo5Ni25
Ribbon,Al70Mo10Ni20
Ribbon,Al75Mo5Ni20
Ribbon,Al75Mo10Ni15
Ribbon,Al80Mo5Ni15
Ribbon,Al85Mo3Ni12
Ribbon,Al85Mo5Ni10
Ribbon,Al65Nd15Ni20
Ribbon,Al70Nd10Ni20
Ribbon,Al70Nd15Ni15
Ribbon,Al74Nd10Ni16
Ribbon,Al75Nd10Ni15
Ribbon,Al75Nd15Ni10
Ribbon,Al79Nd10Ni11
Ribbon,Al80Nd5Ni15
Ribbon,Al81Nd9Ni10
Ribbon,Al83Nd7Ni10
Ribbon,Al83Nd9Ni8
Ribbon,Al85Nd5Ni10
Ribbon,Al85Nd7Ni8
Ribbon,Al85Nd9Ni6
Ribbon,Al85Nd10Ni5
Ribbon,Al87Nd5Ni8
Ribbon,Al87Nd7Ni6
Ribbon,Al90Nd5Ni5
NR,Al80Nd15Ni5
NR,Al65Nd20Ni15
NR,Al70Nd20Ni10
NR,Al75Nd5Ni20
NR,Al75Nd20Ni5
Ribbon,Al25Nd55Ni20
Ribbon,Al80Nd2Ni18
Ribbon,Al80Nd4Ni16
Ribbon,Al80Nd8Ni12
Ribbon,Al80Nd12Ni8
Ribbon,Al82Nd2Ni16
Ribbon,Al82Nd4Ni14
Ribbon,Al82Nd6Ni12
Ribbon,Al82Nd8Ni10
Ribbon,Al82Nd10Ni8
Ribbon,Al84Nd1Ni15
Ribbon,Al84Nd2Ni14
Ribbon,Al84Nd4Ni12
Ribbon,Al84Nd6Ni10
Ribbon,Al84Nd8Ni8
Ribbon,Al84Nd12Ni4
Ribbon,Al85Nd2Ni13
Ribbon,Al86Nd1Ni13
Ribbon,Al86Nd2Ni12
Ribbon,Al86Nd4Ni10
Ribbon,Al86Nd6Ni8
Ribbon,Al86Nd8Ni6
Ribbon,Al86Nd10Ni4
Ribbon,Al88Nd1Ni11
Ribbon,Al88Nd2Ni10
Ribbon,Al88Nd4Ni8
Ribbon,Al88Nd6Ni6
Ribbon,Al88Nd8Ni4
Ribbon,Al90Nd2Ni8
Ribbon,Al90Nd3Ni7
Ribbon,Al90Nd4Ni6
Ribbon,Al90Nd6Ni4
Ribbon,Al90Nd8Ni2
NR,Al90Nd1Ni9
NR,Al92Nd2Ni6
NR,Al92Nd4Ni4
NR,Al92Nd6Ni2
NR,Al94Nd4Ni2
NR,Al96Nd4Ni0
NR,Al98Nd2Ni0
NR,Al94Nd2Ni4
NR,Al96Nd2Ni2
Ribbon,Al52Ni23Si25
Ribbon,Al66Ni10Si24
Ribbon,Al71Ni4Si25
Ribbon,Al79Ni10Si11
Ribbon,Al65Ni15Si20
Ribbon,Al65Ni16Si19
Ribbon,Al65Ni17.5Si17.5
Ribbon,Al66.5Ni15Si18.5
Ribbon,Al67.5Ni15Si17.5
Ribbon,Al70Ni13Si17
Ribbon,Al70Ni15Si15
Ribbon,Al65Ni15Sm20
Ribbon,Al70Ni10Sm20
Ribbon,Al70Ni15Sm15
Ribbon,Al70Ni20Sm10
Ribbon,Al75Ni10Sm15
Ribbon,Al75Ni15Sm10
Ribbon,Al78Ni10Sm12
Ribbon,Al80Ni5Sm15
Ribbon,Al80Ni10Sm10
Ribbon,Al80Ni15Sm5
Ribbon,Al81Ni10Sm9
Ribbon,Al83Ni10Sm7
Ribbon,Al84Ni0Sm16
Ribbon,Al85Ni5Sm10
Ribbon,Al85Ni6Sm9
Ribbon,Al85Ni8Sm7
Ribbon,Al85Ni10Sm5
Ribbon,Al86Ni0Sm14
Ribbon,Al87Ni6Sm7
Ribbon,Al87Ni8Sm5
Ribbon,Al88Ni0Sm12
Ribbon,Al89Ni1Sm10
Ribbon,Al90Ni0Sm10
Ribbon,Al90Ni5Sm5
Ribbon,Al92Ni0Sm8
NR,Al75Ni5Sm20
NR,Al75Ni20Sm5
NR,Al82Ni0Sm18
NR,Al94Ni0Sm6
Ribbon,Al25Ni20Sm55
Ribbon,Al0Ni30Ti70
Ribbon,Al0Ni33Ti67
Ribbon,Al10Ni30Ti60
Ribbon,Al10Ni40Ti50
Ribbon,Al20Ni20Ti60
Ribbon,Al20Ni30Ti50
Ribbon,Al20Ni40Ti40
Ribbon,Al25Ni25Ti50
Ribbon,Al25Ni35Ti40
NR,Al0Ni50Ti50
NR,Al0Ni55Ti45
NR,Al5Ni50Ti45
NR,Al10Ni45Ti45
NR,Al0Ni75Ti25
NR,Al10Ni70Ti20
NR,Al31Ni50Ti19
NR,Al40Ni50Ti10
Ribbon,Al10Ni36Ti54
Ribbon,Al20Ni32Ti48
Ribbon,Al30Ni28Ti42
Ribbon,Al15Ni25Ti60
NR,Al94.1Ni0Ti5.9
NR,Al95.8Ni0.7Ti3.5
NR,Al97.1Ni0Ti2.9
NR,Al98.9Ni0Ti1.1
Ribbon,Al50Ni30Y20
Ribbon,Al55Ni25Y20
Ribbon,Al60Ni25Y15
Ribbon,Al82Ni5Y13
Ribbon,Al82Ni8Y10
Ribbon,Al85Ni0Y15
Ribbon,Al87Ni0Y13
Ribbon,Al87Ni3Y10
Ribbon,Al87Ni10Y3
Ribbon,Al89Ni0Y11
Ribbon,Al91Ni0Y9
NR,Al90Ni10Y0
Ribbon,Al70Ni15Y15
Ribbon,Al75Ni15Y10
Ribbon,Al78Ni15Y7
Ribbon,Al88Ni10Y2
NR,Al65Ni15Y20
NR,Al75Ni5Y20
NR,Al75Ni20Y5
Ribbon,Al88Ni9Y3
Ribbon,Al25Ni20Y55
Ribbon,Al60Ni30Zr10
Ribbon,Al80Ni15Zr5
Ribbon,Al82Ni13Zr5
Ribbon,Al83Ni10Zr7
Ribbon,Al84Ni10Zr6
Ribbon,Al85Ni10Zr5
Ribbon,Al86Ni9Zr5
Ribbon,Al86Ni10Zr4
Ribbon,Al87Ni10Zr3
NR,Al82Ni10Zr8
NR,Al83Ni15Zr2
NR,Al87.5Ni7.5Zr5
NR,Al55Ni30Zr15
Ribbon,Al15Ni30.6Zr54.4
Ribbon,Al20Ni28.8Zr51.2
Ribbon,Al25Ni27Zr48
Ribbon,Al0Ni30Zr70
Ribbon,Al0Ni40Zr60
Ribbon,Al0Ni50Zr50
Ribbon,Al0Ni60Zr40
Ribbon,Al0Ni65Zr35
Ribbon,Al5Ni15Zr80
Ribbon,Al5Ni20Zr75
Ribbon,Al5Ni25Zr70
Ribbon,Al5Ni30Zr65
Ribbon,Al5Ni35Zr60
Ribbon,Al5Ni40Zr55
Ribbon,Al5Ni45Zr50
Ribbon,Al5Ni50Zr45
Ribbon,Al5Ni55Zr40
Ribbon,Al5Ni60Zr35
Ribbon,Al5Ni65Zr30
Ribbon,Al10Ni10Zr80
Ribbon,Al10Ni15Zr75
Ribbon,Al10Ni20Zr70
Ribbon,Al10Ni30Zr60
Ribbon,Al10Ni35Zr55
Ribbon,Al10Ni40Zr50
Ribbon,Al10Ni50Zr40
Ribbon,Al10Ni55Zr35
Ribbon,Al10Ni60Zr30
Ribbon,Al15Ni5Zr80
Ribbon,Al15Ni10Zr75
Ribbon,Al15Ni15Zr70
Ribbon,Al15Ni20Zr65
Ribbon,Al15Ni30Zr55
Ribbon,Al15Ni35Zr50
Ribbon,Al15Ni40Zr45
Ribbon,Al15Ni45Zr40
Ribbon,Al15Ni50Zr35
Ribbon,Al15Ni55Zr30
Ribbon,Al20Ni10Zr70
Ribbon,Al20Ni15Zr65
Ribbon,Al20Ni20Zr60
Ribbon,Al20Ni30Zr50
Ribbon,Al20Ni35Zr45
Ribbon,Al20Ni40Zr40
Ribbon,Al20Ni45Zr35
Ribbon,Al20Ni50Zr30
Ribbon,Al25Ni5Zr70
Ribbon,Al25Ni10Zr65
Ribbon,Al25Ni15Zr60
Ribbon,Al25Ni20Zr55
Ribbon,Al25Ni25Zr50
Ribbon,Al25Ni30Zr45
Ribbon,Al25Ni35Zr40
Ribbon,Al25Ni40Zr35
Ribbon,Al25Ni45Zr30
Ribbon,Al30Ni15Zr55
Ribbon,Al30Ni20Zr50
Ribbon,Al30Ni25Zr45
Ribbon,Al30Ni30Zr40
Ribbon,Al30Ni35Zr35
Ribbon,Al30Ni40Zr30
Ribbon,Al35Ni20Zr45
Ribbon,Al35Ni35Zr30
Ribbon,Al45Ni10Zr45
NR,Al10Ni5Zr85
NR,Al10Ni70Zr20
NR,Al20Ni0Zr80
NR,Al20Ni60Zr20
NR,Al20Ni70Zr10
NR,Al25Ni0Zr75
NR,Al30Ni0Zr70
NR,Al30Ni10Zr60
NR,Al30Ni50Zr20
NR,Al30Ni60Zr10
NR,Al35Ni5Zr60
NR,Al40Ni10Zr50
NR,Al40Ni20Zr40
NR,Al40Ni30Zr30
NR,Al40Ni40Zr20
NR,Al40Ni50Zr10
NR,Al50Ni10Zr40
NR,Al50Ni20Zr30
NR,Al50Ni30Zr20
NR,Al50Ni40Zr10
NR,Al60Ni10Zr30
NR,Al70Ni10Zr20
NR,Al70Ni30Zr0
NR,Al80Ni10Zr10
NR,Al80Ni20Zr0
NR,Al90Ni5Zr5
NR,Al90Ni10Zr0
Ribbon,Al0Ni18Zr82
Ribbon,Al0Ni68Zr32
Ribbon,Al1Ni16Zr83
Ribbon,Al2Ni14Zr84
Ribbon,Al2Ni66Zr32
Ribbon,Al4Ni12Zr84
Ribbon,Al6Ni64Zr30
Ribbon,Al8Ni8Zr84
Ribbon,Al9Ni62Zr29
Ribbon,Al11Ni6Zr83
Ribbon,Al11Ni60Zr29
Ribbon,Al13Ni58Zr29
Ribbon,Al14Ni4Zr82
Ribbon,Al16Ni56Zr28
Ribbon,Al18Ni2Zr80
Ribbon,Al18Ni54Zr28
Ribbon,Al20Ni2Zr78
Ribbon,Al20Ni52Zr28
Ribbon,Al22Ni2Zr76
Ribbon,Al22Ni50Zr28
Ribbon,Al24Ni2Zr74
Ribbon,Al24Ni48Zr28
Ribbon,Al26Ni4Zr70
Ribbon,Al26Ni8Zr66
Ribbon,Al26Ni46Zr28
Ribbon,Al27Ni6Zr67
Ribbon,Al27Ni10Zr63
Ribbon,Al28Ni12Zr60
Ribbon,Al28Ni44Zr28
Ribbon,Al30Ni14Zr56
Ribbon,Al30Ni42Zr28
Ribbon,Al32Ni16Zr52
Ribbon,Al32Ni20Zr48
Ribbon,Al32Ni40Zr28
Ribbon,Al33Ni22Zr45
Ribbon,Al33Ni38Zr29
Ribbon,Al34Ni20Zr46
Ribbon,Al34Ni24Zr42
Ribbon,Al34Ni34Zr32
Ribbon,Al34Ni36Zr30
Ribbon,Al35Ni26Zr39
Ribbon,Al35Ni32Zr33
Ribbon,Al36Ni28Zr36
Ribbon,Al36Ni30Zr34
Ribbon,Al57Ni26Zr17
Ribbon,Al57Ni28Zr15
Ribbon,Al57Ni30Zr13
Ribbon,Al57Ni32Zr11
Ribbon,Al58Ni32Zr10
Ribbon,Al59Ni24Zr17
Ribbon,Al59Ni32Zr9
Ribbon,Al60Ni22Zr18
Ribbon,Al62Ni20Zr18
Ribbon,Al62Ni30Zr8
Ribbon,Al64Ni28Zr8
Ribbon,Al65Ni18Zr17
Ribbon,Al66Ni26Zr8
Ribbon,Al68Ni24Zr8
Ribbon,Al70Ni16Zr14
Ribbon,Al70Ni22Zr8
Ribbon,Al73Ni20Zr7
Ribbon,Al74Ni14Zr12
Ribbon,Al76Ni18Zr6
Ribbon,Al78Ni12Zr10
Ribbon,Al79Ni16Zr5
Ribbon,Al81Ni10Zr9
Ribbon,Al82Ni14Zr4
Ribbon,Al84Ni8Zr8
Ribbon,Al86Ni12Zr2
Ribbon,Al88Ni7Zr5
Ribbon,Al89Ni9Zr2
Ribbon,Al2Ni88Zr10
NR,Al15Ni75Zr10
Ribbon,Al0Si13Zr87
Ribbon,Al0Si15Zr85
Ribbon,Al0Si17Zr83
Ribbon,Al8Si7Zr85
Ribbon,Au22.5B10Er67.5
Ribbon,Au22.5B10Gd67.5
Ribbon,Au25B0Gd75
Ribbon,Au18B10Pr72
Ribbon,Au22.5B10Pr67.5
Ribbon,Al22.5B10Tb67.5
Ribbon,Al25B0Tb75
Ribbon,Au22.75Cu68.25La9
Ribbon,Au44.5Cu44.5La11
Ribbon,Au45Cu45La10
Ribbon,Au45.5Cu45.5La9
Ribbon,Au54.6Cu36.4La9
Ribbon,Au0Cu30Mg70
Ribbon,Au1Cu29Mg70
Ribbon,Au3Cu27Mg70
Ribbon,Au9Cu21Mg70
Ribbon,Au76.89Ge13.66Si9.45
Ribbon,Au77Ge14Si9
Ribbon,Au53.2Pb27.5Sb19.3
Ribbon,Au55Pb22.5Sb22.5
Ribbon,Au0Pd79Si21
Ribbon,Au0Pd80Si20
Ribbon,Au0Pd84Si16
Ribbon,Au0Pd85Si15
Ribbon,Au3.5Pd80Si16.5
Ribbon,Au3.5Pd80.5Si16
Ribbon,Au4Pd75Si21
Ribbon,Au4Pd76Si20
Ribbon,Au4Pd79Si17
Ribbon,Au4Pd81Si15
Ribbon,Au6Pd78Si16
Ribbon,Au7Pd73Si20
Ribbon,Au9Pd75Si16
Ribbon,Au12Pd68Si20
Ribbon,Au12Pd71Si17
Ribbon,Au66Pd16Si18
Ribbon,Au7.5Pd76Si16.5
Ribbon,Au1.7Pd81.8Si16.5
Ribbon,Au4.2Pd79.3Si16.5
Ribbon,Au6.7Pd76.8Si16.5
Ribbon,Au12.5Pd71Si16.5
Ribbon,Au15Pd68.5Si16.5
NR,Au20.9Pd62.6Si16.5
Ribbon,Au0Pd83.5Si16.5
Ribbon,Au2Pd81.5Si16.5
Ribbon,Au3Pd80.5Si16.5
Ribbon,Au5Pd78.5Si16.5
Ribbon,Au6Pd77.5Si16.5
Ribbon,Au7Pd76.5Si16.5
Ribbon,Au10Pd72Si18
Ribbon,Au5Pd77Si18
Ribbon,Au7Pd75Si18
Ribbon,B10Be20Fe70
Ribbon,B20Be0Fe80
Ribbon,B16C4Co80
Ribbon,B16C8Co76
Ribbon,B17C0Co83
Ribbon,B20C4Co76
Ribbon,B20C8Co72
Ribbon,B20C12Co68
Ribbon,B20C16Co64
Ribbon,B20C20Co60
Ribbon,B24C8Co68
Ribbon,B28C4Co68
Ribbon,B28C8Co64
Ribbon,B28C16Co56
Ribbon,B29C0Co71
Ribbon,B32C2Co66
Ribbon,B32C4Co64
Ribbon,B32C8Co60
Ribbon,B32C12Co56
Ribbon,B32C16Co52
Ribbon,B35C0Co65
Ribbon,B36C2Co62
Ribbon,B36C4Co60
Ribbon,B41C0Co59
NR,B8C12Co80
NR,B12C4Co84
NR,B12C8Co80
NR,B12C16Co72
NR,B16C16Co68
NR,B16C20Co64
NR,B28C20Co52
NR,B40C2Co58
NR,B8C4Co88
NR,B8C8Co84
NR,B15C0Co85
NR,B30C0Co70
NR,B32C20Co48
NR,B34C0Co66
NR,B36C8Co56
NR,B36C12Co52
NR,B36C16Co48
Ribbon,B7C7Fe86
Ribbon,B8C7Fe85
Ribbon,B8C9Fe83
Ribbon,B9C9Fe82
Ribbon,B10C5Fe85
Ribbon,B10C7Fe83
Ribbon,B10C9Fe81
Ribbon,B11C5Fe84
Ribbon,B11C7Fe82
Ribbon,B12C3Fe85
Ribbon,B12C5Fe83
Ribbon,B12C7Fe81
Ribbon,B12C9Fe79
